,Generated Text,Actual Text
478,This is a reminder that the ectenron,UPDATE: Supported Internet Email Addresses
479,"Jane:  ISDA is planning an energy seminar in Tokyo in mid-May
We have heard there  may be an energy seminar in March or April in Tokyo",Energy Seminar in Japan
480,"Due to a variety of circumstances we did not migrate employees to the UBSWE environment tonight (Monday, February 4, 2002)
We will communicate further details of the migration plan on Tuesday, February 5, 2002","DRAFT:  INFORMATION, Please Read: UBSWE Migration postponed"
481,"On Friday (October 19), DWR released a revised revenue requirement
The result was to lower the Customer Revenue Requirement by$2",DWR Revenue Requirement
482,"Hey there!
It was really good to talk to you last night
I had a dream about you last night",christmas
483,"Attached are clean and redline versions of the ""without margining"" master netting agreement
The redline is    just for your review to discern the changes",Enron Master Netting Agreements
484,"Of interest - Gas Logistics combined 2001 payroll is $8,209,648
The 2002 Plans were built with a 4",Reduced %
485,Greg and Peter  Pamela Hickerson called and wanted to know if I would be interested in  speaking in Calgary in Oct at seminar her organization is hosting,Insight Info Presentation in Oct.
486,"It sure sounds like you have your hands full with the restructuring!
I have  been trying to get a better grasp of the deal flow in Brazil through some  type of ""Deal Report""
In Houston and Argentina, the business groups  circulate a transaction listing",Deal Flow
487,"FYI
I spoke with Lisa Mellencamp about Donald yesterday and her contact had  nothing bad to report about him from a work standpoint",Employment Opportunities/Job No. 103079/Sr. Legal Specialist
488,"Before you leave today or first thing in the morning, please advise Bradford, Rohauer and Kitchen by email of the status of the particular master netting agreements on which you are working
Barbara Gray is coordinating the release of the gas receivable financing so that we can execute the netting agreements and she will advise as and when finalized",READ:  Master Netting Status Request
489,"Attention supervisors and managers!
Would you like to improve your ability to lead and manage your team?
The EWS Development Center would like to invite you to The Managers Level Impact and Influence Program

",Managers Training
490,For questions or comments regarding this report please contact G Britt Whitman at ex:5-4014 or Kristin Walsh at ex:3-9510,CALIFORNIA UPDATE - 10/02/2001
491,"Steve,  Here is an email from Mike
Are you up to speed on this?
What do  you think?
Please provide some quick feedback via email",Nodocero.com
492,"The following reports have been waiting for your approval for more than 4 days
Please review",Expense Reports Awaiting Your Approval
493,"Greg:  Per my voice mail, please see the list below
It is not specific  enough for Susan Musch and I to identify potential counterparties",Counterparty List & ISDA Agreements
494,"Guys, in addition please incorporate in each teams package - their Direct  Expense/Headcount ratio to plan average, Productivity ratio to plan average  and team ROCE to plan average and any variances from 2000 to 2001 for  income/expenses taking into account our most latest 2000 forecasts by group
Wes, I assume that you will be putting together a final 2000 i/s package for  me in the next couple of days",2001 Pro Forma
495,"FYI,  I have finished first talks with FPC counsel and we are close to  agreement on all issues save credit and arbitration
As noted in my previous  e-mail, I await credits comments on FPC changes",FPC
496,"Ladies and Gentlemen,  Thank you all for participating on the associate and analyst PRC committee
I believe that the PRC process is the most important tool we have to evaluate  Enron's talent, and your role in the process is critical",PRC Rep information breakfast
497,"Enron announced today that its common stock will now be traded as an Over-the-Counter (OTC) equity security under the symbol ""ENRNQ""
This follows a decision by the New York Stock Exchange (NYSE) to file an application to delist Enron's common stock, which means that Enron's common stock and related securities are suspended from trading on the NYSE",New Stock Symbol
498,"Sequent has provided notice to terminate the Asset deal on Oct 31, 2002
The deal would have automatically extended to Oct 31, 2003 had notice not been provided",VNG
499,"We have made the  following modifications to the EnronOnline applications
Stack Manager Changes  Fill Order Enhancements - (Effective Tuesday September 25) ?
To fill a Top of Stack order in Stack Manager, Right click on the pink shaded order in the depth window of Stack Manager and select fill",EnronOnline -Stack Manager Changes
500,"i need to send jennifer a shower invitation and i have your address but i  lost the zip code - duh
can you forward me your zip code?
?

",address
501,"All:  Sheila and I have been trying to coordinate the account(s) to receive  the shares of the above entity
I can't locate the company on the corporate  database","Enron Investments plc (""EIplc"") - new brokerage account"
502,"Thanks for the phone message
Glad you made it safely",What Up?
503,"Rod:  Forgive my redundancy, but did I already request (and did you send) a  credit worksheet for this counterparty?
This is another Clint Freeland/Jeff  Nogid push for Fastow
Thanks",Lehman Brothers Finance S.A.
504,"At the request of Dovie Keprta, I am attaching our proposed form of  Non-Disclosure Agreement
Please call me at (713) 853-3399 or Dovie at (713)  345-8664 with any questions or comments you might have","NDA-webMethods, Inc."
505,"Late on October 25th, we received information about a nonspecific threat to the Enron Center
We communicated with law enforcement officials who found the threat unsubstantiated and without merit",Increased Security at Enron Center
506,"Has anyone taken the Mahonia Limited file from our termination notices?
If so, please make copies of what you need and return the file to our files
As these are the originals and the only complete files of the termination notices received, it is important that these files be preserved",Mahonia Limited
507,"One Texas Soldier A large group of Taliban soldiers  are moving down a road when they hear a voice call from behind a sand  dune
""One Texas  soldier is better than ten Taliban""",Don't Mess with Texas.
508,"Rick/Jim  1)  It has come to my attention that the relocation of employees to home countries is in jeopardy
Third hand, I understand that Prudential has refused to continue to pack, move and pay air fare to people seeking to move due to concern about clawback of payments made by the bankruptcy court",Repatriation
509,"The Origination Track manual is being drafted by Tom Wilbeck and Ted Bland in HR
We should have a copy to circulate for your comments shortly",Origination Track Update
510,"This has been a tough couple of weeks
I hope that these daily communications on new developments are helping you understand what's happening with our company",Enron Update
511,"Due to current business circumstances, on November 28, 2001, Enron's Board of Directors adopted an amendment to the Enron Corp Savings Plan",PLEASE READ - IMPORTANT INFORMATION FOR PARTICIPANTS IN THE ENRON  SAVINGS PLAN
512,"I don't think this is very usefull but you guys will know best
MARQ CAPACITY AVAILABLE                               Received 2/29/00 9:20 am                                                       Posted 2/29/00 9:30 am     CNG Transmission will accept bids for the following MARQ capacity,  which is available for service commencing March 2,2000",CNG MARQ Space from the pipeline
513,"Dale,  Here are the confirms for the Gas Daily option products that I need created
The product has no special requirements for setting the strike etc",options confirms
514,"Dear Members:  NESA is pleased to be holding its 3rd Annual Benefit Golf Tournament on Monday, March 18th, 2002 at the prestigious Champions Golf Club
Proceeds will again benefit The Sunshine Kids Foundation",Sunshine Kids Benefit Golf Tournament - March 18th
